emp_id	fname	lname	address	city	state	zipcode	job_title	email	active	salary
AA2504116	Aaron	Armour	771 Sequoia Court	Stockton	CA	95213	Sales Associate	aa2504116@example.com	Y	20401
AA2540264	Abe	Adler	31480 East 23rd Street	Santa Clara	CA	95050	Sales Associate	aa2540264@example.com	Y	27810
AA2621926	Anton	Adams	4354 North 2nd Street	Twain Harte	CA	95383	Graphic Designer	aa2621926@example.com	Y	31471
AA2665337	Albert	Ambrose	2628 West 6th Street	Newman	CA	95360	Assistant Manager	aa2665337@example.com	Y	108705
AA2677805	Adam	Armstead	3129 West 19th Street	Camptonville	CA	95922	Sales Associate	aa2677805@example.com	Y	25787
AA2678350	Adam	Albert	4839 North 10th Street	Guilderland Center	NY	12085	Sales Associate	aa2678350@example.com	Y	19234
AA2689410	Andrew	Asher	2160 North 14th Street	Cedar Crest	NM	87008	Sales Associate	aa2689410@example.com	Y	20479
AA2731356	Angela	Allen	442 McKinley Street	Adrian	MN	56110	Loss Prevention Specialist	aa2731356@example.com	Y	17459
AA2787105	Anthony	Adrian	4929 Long Street	Sacramento	CA	94293	Customer Service Manager	aa2787105@example.com	Y	42780
AA2871924	Annie	Aguilar	6216 North Silver Street	San Jose	CA	95153	Assistant Manager	aa2871924@example.com	Y	183762
AA2874270	Andrew	Allen	4572 24th Street	Bodega	CA	94922	Manager	aa2874270@example.com	Y	19732
AA2958816	Antonio	Adler	337 Maplewood Street	New Point	VA	23125	Merchandiser	aa2958816@example.com	Y	18041
AA2977168	Andrew	Aponte	33347 West 11th Street	San Francisco	CA	94134	Administrative Assistant	aa2977168@example.com	Y	37628
AA3157334	Alexis	Arias	1853 North 18th Street	Newman Lake	WA	99025	Sales Associate	aa3157334@example.com	Y	25926
AA3171284	Alex	Andrews	2621 Rowan Street	Rochelle Park	NJ	07662	Store Manager	aa3171284@example.com	Y	63050
AA3183171	Alma	Ali	17890 North 1st Street	Jackson	MS	39204	Assistant Manager	aa3183171@example.com	Y	22217
AA3231620	Abe	Armstead	33085 North 20th Street	Keswick	VA	22947	Sales Associate	aa3231620@example.com	Y	26835
AA3247475	Amanda	Alvarado	33722 North 15th Street	Inverness	CA	94937	Graphic Designer	aa3247475@example.com	Y	31582
AA3270709	Andrew	Asher	4914 North 4th Street	Fulda	MN	56131	Sales Associate	aa3270709@example.com	Y	23987
AA3389525	Alvaro	Aquino	1537 North Foster Lane	Fairfax	CA	94930	Cashier	aa3389525@example.com	Y	20639
AA3448891	Alan	Arriaga	1871 West 25th Street	Tucson	AZ	85721	Assistant Manager	aa3448891@example.com	Y	30803
AA3562237	Amy	Ainsworth	1503 West Clark Street	Toledo	OH	43610	Sales Associate	aa3562237@example.com	Y	26753
AA3592141	Amanda	Atkinson	32266 West 13th Street	Smithville	IN	47458	Cashier	aa3592141@example.com	Y	17941
AA3788224	Abraham	Arnett	325 East Cottonwood Street	Richmond	CA	94808	Cashier	aa3788224@example.com	Y	17803
AA3872972	Anne	Anglin	4955 North 16th Street	Ludlow	IL	60949	Sales Associate	aa3872972@example.com	Y	24589
AA3893207	Aubrey	Alcantara	141 East Edwards Avenue	San Jose	CA	95153	Manager	aa3893207@example.com	Y	57413
AA3927945	Andrea	Amaro	23752 North 25th Street	Sacramento	CA	94240	Cashier	aa3927945@example.com	Y	22099
AA4003759	Amos	Ackerman	1868 North 2nd Street	Galena	KS	66739	Sales Associate	aa4003759@example.com	Y	27470
AA4024126	Amy	Alicea	5724 Audobon Street	Sandy	UT	84094	Assistant Manager	aa4024126@example.com	Y	27198
AA4033210	Amelia	Avalos	7915 West Hampton Road	Cedarpines Park	CA	92322	Maintenance Worker	aa4033210@example.com	Y	24291
AA4113440	Antoine	Adams	1524 Broad Boulevard	San Jose	CA	95120	Sales Associate	aa4113440@example.com	Y	21859
AA4167048	Amy	Allred	1751 North 25th Street	Rimrock	AZ	86335	Sales Associate	aa4167048@example.com	Y	21964
AA4180325	Alice	Albin	20874 West 14th Street	Sacramento	CA	94279	Sales Associate	aa4180325@example.com	Y	22184
AA4185203	Anne	Adams	2328 East 2nd Street	Tallahassee	FL	32305	Sales Associate	aa4185203@example.com	Y	22331
AA4237466	Austin	Andrews	5197 West College Avenue	Oakland	CA	94624	Sales Associate	aa4237466@example.com	Y	24544
AA4329808	Amos	Ackerman	481 Cherry Street	Baton Rouge	LA	70874	Maintenance Worker	aa4329808@example.com	Y	22991
AA4584914	Antonio	Abbott	78 East 2nd Street	New Castle	DE	19720	Cashier	aa4584914@example.com	Y	17074
AA4702570	Alton	Aguirre	1361 East Willis Road	Oklahoma City	OK	73152	Sales Associate	aa4702570@example.com	Y	26688
AA4717020	Andre	Andress	3954 West 23rd Street	Duncan	OK	73534	Sales Associate	aa4717020@example.com	Y	22576
AA4795691	Anthony	Adrian	9758 East 19th Street	Enterprise	KS	67441	Sales Associate	aa4795691@example.com	Y	22637
AA4795900	Angelo	Atkinson	29903 East 20th Street	Topeka	KS	66601	Sales Associate	aa4795900@example.com	Y	22374
AA4809134	Andy	Altamirano	440 East 16th Street	Vallecito	CA	95251	Sales Associate	aa4809134@example.com	Y	27467
AA4862498	Abel	Ashton	2570 North 13th Street	Alda	NE	68810	Sales Associate	aa4862498@example.com	Y	20463
AA4870031	Ali	Arnold	17733 West 12th Street	San Jose	CA	95114	Assistant Manager	aa4870031@example.com	Y	274640
AA4919331	Alice	Albin	3092 North 15th Street	Mendon	OH	45862	Sales Associate	aa4919331@example.com	Y	28715
AA4959172	Adam	Ault	6246 West Carondelet Road	Radisson	WI	54867	Sales Associate	aa4959172@example.com	Y	24955
AA5047580	Alan	Atkinson	15129 21st Street	Columbiaville	NY	12050	Sales Associate	aa5047580@example.com	Y	21764
AA5060760	Annie	Alicea	2575 North 2nd Street	Hollister	CA	95023	Warehouse Worker	aa5060760@example.com	Y	25689
AA5211107	Amos	Arnold	297 East Holly Street	Fargo	ND	58103	Sales Associate	aa5211107@example.com	Y	22461
AA5380779	Amy	Almaraz	2942 Sequoia Street	Harrodsburg	IN	47434	Sales Associate	aa5380779@example.com	Y	21208
AA5428010	Alicia	Aguirre	1230 East Dogwood Road	Oakland	CA	94613	Sales Associate	aa5428010@example.com	Y	21641
AA5434564	Alice	Archie	2399 North 18th Street	Fresno	CA	93776	Cashier	aa5434564@example.com	Y	24296
AA5461050	Amanda	Ayers	1028 North 6th Street	San Francisco	CA	94167	Sales Associate	aa5461050@example.com	Y	23443
AA5521198	Alvin	Arnold	3285 East 6th Street	Athens	GA	30608	Sales Associate	aa5521198@example.com	Y	25234
AA5531153	Alex	Alcorn	86 East Audobon Avenue	Milpitas	CA	95036	Cashier	aa5531153@example.com	Y	18607
AA5644827	Arthur	Andersen	2169 1st Street	Yaphank	NY	11980	Sales Associate	aa5644827@example.com	Y	25960
AA5670407	Alan	Atkinson	31728 North 20th Street	Millwood	KY	42762	Sales Associate	aa5670407@example.com	Y	20696
AA5816972	Alvaro	Aquino	4618 North Hanley Street	Monroe	OK	74947	Sales Associate	aa5816972@example.com	Y	25698
AA5865526	Al	Akers	1865 Hunter Road	Phoenix	AZ	85023	Sales Associate	aa5865526@example.com	Y	21416
AA5898602	Allan	Atkins	697 North 3rd Street	Dunsmuir	CA	96025	Loss Prevention Specialist	aa5898602@example.com	Y	20688
AA5932406	Abe	Akers	31 North 11th Street	Wallace	CA	95254	Sales Associate	aa5932406@example.com	Y	25172
AA5932956	Angela	Allen	7533 Andrews Road	Sacramento	CA	94297	Event Planner	aa5932956@example.com	Y	36077
AA5994291	Aaron	Adkins	1675 East Edwards Road	Linn Grove	IA	51033	Sales Associate	aa5994291@example.com	Y	22019
AA6036366	Angela	Amador	6022 West Genevieve Place	Pine	CO	80470	Sales Associate	aa6036366@example.com	Y	22313
AA6072128	Amy	Ayres	1314 Ash Drive	Lecoma	MO	65540	Sales Associate	aa6072128@example.com	Y	19438
AA6231945	Angelica	Aguirre	3117 North 21st Street	Rumsey	CA	95679	Sales Associate	aa6231945@example.com	Y	20870
AA6241202	Ashley	Allen	4133 Stewart Road	Broadview	NM	88112	Sales Associate	aa6241202@example.com	Y	21109
AA6303618	Alvaro	Aquino	8087 Beach Road	Lodi	CA	95241	Cashier	aa6303618@example.com	Y	20361
AA6453056	Anne	Allgood	1295 West 19th Street	Liberty	IL	62347	Sales Associate	aa6453056@example.com	Y	19783
AA6475750	Austin	Aguayo	7918 Lake Boulevard	Duluth	MN	55805	Sales Associate	aa6475750@example.com	Y	25923
AA6556294	Anna	Atherton	8123 Edwards Avenue	San Jose	CA	95152	Administrative Assistant	aa6556294@example.com	Y	27518
AA6562806	Alexis	Arias	6970 West Baxter Road	Decatur	AL	35602	Sales Associate	aa6562806@example.com	Y	28403
AA6740703	Amy	Aguiar	29220 West 16th Street	Wilton	IA	52778	Cashier	aa6740703@example.com	Y	19989
AA6778858	Amy	Allred	1181 West Charles Road	Poplar Bluff	MO	63902	Sales Associate	aa6778858@example.com	Y	25967
AA6819987	Antonio	Aguilar	1570 West 7th Street	Tsaile	AZ	86556	Sales Associate	aa6819987@example.com	Y	23425
AA6840025	Alicia	Anderson	8280 West Andrews Street	Campbell	MO	63933	Sales Associate	aa6840025@example.com	Y	24475
AA6877451	Antonio	Alderman	22527 West 19th Street	Mcclusky	ND	58463	Sales Associate	aa6877451@example.com	Y	26511
AA7084977	Alan	Andrade	34859 North 19th Street	San Bruno	CA	94066	Cashier	aa7084977@example.com	Y	18791
AA7148275	Antonio	Ashley	4819 North 17th Street	Danville	CA	94506	Sales Associate	aa7148275@example.com	Y	29206
AA7187859	Andrea	Alexander	2354 North 7th Street	Poughquag	NY	12570	Sales Associate	aa7187859@example.com	Y	19148
AA7272774	Anthony	Anderson	565 16th Street	Sacramento	CA	94291	Cashier	aa7272774@example.com	Y	19097
AA7294282	Alice	Adorno	944 East Monroe Drive	Yellville	AR	72687	Cashier	aa7294282@example.com	Y	19283
AA7331811	Antoine	Akers	4672 North 19th Street	Searchlight	NV	89046	Sales Associate	aa7331811@example.com	Y	19643
AA7374099	Alan	Andrade	17191 East 5th Street	Texarkana	TX	75505	Sales Associate	aa7374099@example.com	Y	22169
AA7375233	Andrea	Allen	4429 North 13th Street	Houston	TX	77236	Sales Associate	aa7375233@example.com	Y	20726
AA7535709	Albert	Avalos	2351 11th Street	Granville	TN	38564	Sales Associate	aa7535709@example.com	Y	17907
AA7656695	Alan	Alexander	6155 North Manchester Street	Achilles	VA	23001	Cashier	aa7656695@example.com	Y	18533
AA7688671	Arnold	Arevalo	1895 7th Street	Palm Springs	CA	92264	Sales Associate	aa7688671@example.com	Y	21145
AA7705264	Amanda	Alston	3806 West 11th Street	Gainesville	FL	32611	Sales Associate	aa7705264@example.com	Y	20677
AA7722138	Antonio	Abbott	6428 West 15th Street	Martelle	IA	52305	Sales Associate	aa7722138@example.com	Y	22051
AA7790107	Alan	Andrade	795 East 1st Street	Boston	MA	02295	Sales Associate	aa7790107@example.com	Y	26123
AA7832213	Alan	Anderson	739 West Black Boulevard	Chandler	OK	74834	Sales Associate	aa7832213@example.com	Y	20985
AA7890532	Amy	Alicea	2549 East 6th Street	Hayward	CA	94545	Sales Associate	aa7890532@example.com	Y	22108
AA7998072	Anthony	Ayala	182 East Pecan Road	East Saint Louis	IL	62202	Sales Associate	aa7998072@example.com	Y	25874
AA8079219	Ann	Allgood	2673 North 24th Street	Santa Clara	CA	95055	Cashier	aa8079219@example.com	Y	25535
AA8139176	Alisa	Albrecht	16977 North 4th Street	San Diego	CA	92124	Sales Associate	aa8139176@example.com	Y	21786
AA8195114	Albert	Arevalo	1863 North Main Road	West Palm Beach	FL	33416	Sales Associate	aa8195114@example.com	Y	22428
AA8203493	August	Alston	4664 East 7th Street	Grand Rapids	MI	49507	Sales Associate	aa8203493@example.com	Y	24182
AA8253938	Anthony	Abraham	3846 Martin Road	Big Arm	MT	59910	Sales Associate	aa8253938@example.com	Y	23777
AA8448387	Anthony	Alderman	1556 Hunter Road	Lathrop	CA	95330	Cashier	aa8448387@example.com	Y	19754
AA8511800	Alice	Albin	104 West Ontario Highway	Lebanon	IN	46052	Sales Associate	aa8511800@example.com	Y	25577
AA8617773	Angelica	Atkinson	840 East Edward Road	Hayward	CA	94557	Sales Associate	aa8617773@example.com	Y	26542
AA8679841	Amanda	Alston	11275 East 14th Street	Castro Valley	CA	94552	Sales Associate	aa8679841@example.com	Y	26575
AA8740524	Anna	Andrews	3166 Sequoia Road	Rialto	CA	92377	Sales Associate	aa8740524@example.com	Y	27054
AA8773451	Ann	Angeles	3031 East Webster Road	Blakely Island	WA	98222	Sales Associate	aa8773451@example.com	Y	23757
AA8777126	Andrea	Aldridge	3304 West 12th Street	East Dubuque	IL	61025	Sales Associate	aa8777126@example.com	Y	24911
AA8800468	Anna	Ackerman	1259 West 19th Street	Peoria	IL	61603	Sales Associate	aa8800468@example.com	Y	23429
AA8823518	Amanda	Alston	16210 East 12th Street	Atlanta	GA	30332	Sales Associate	aa8823518@example.com	Y	23786
AA8838027	Alton	Aguirre	25538 North 3rd Street	Duck Creek Village	UT	84762	Sales Associate	aa8838027@example.com	Y	27852
AA8865368	Andres	Aaron	8948 West 4th Street	Sacramento	CA	94256	Sales Associate	aa8865368@example.com	Y	29786
AA8900178	Anne	Albright	853 Ford Road	Glasgow	KY	42141	Sales Associate	aa8900178@example.com	Y	26882
AA8907914	Anne	Anglin	28021 1st Street	Magalia	CA	95954	Sales Associate	aa8907914@example.com	Y	27529
AA8935732	Amy	Ackerman	5414 East Van Buren Road	Sacramento	CA	95832	Loss Prevention Specialist	aa8935732@example.com	Y	20936
AA9074240	Antoinette	Aguirre	769 Dixon Road	Lexington	OR	97839	Cashier	aa9074240@example.com	Y	20857
AA9081691	Andrea	Aldridge	631 East 11th Street	Florence	OR	97439	Sales Associate	aa9081691@example.com	Y	22625
AA9106779	Abby	Allen	8082 North 22nd Street	Nice	CA	95464	Driver	aa9106779@example.com	Y	26717
AA9153375	Ann	Atkinson	32447 West 19th Street	Elk	CA	95432	Assistant Manager	aa9153375@example.com	Y	200126
AA9161241	Ann	Asher	1703 West 22nd Street	Elton	WV	25965	Sales Associate	aa9161241@example.com	Y	26208
AA9183284	Angelica	Atkinson	24113 West 11th Street	Daly City	CA	94014	Cashier	aa9183284@example.com	Y	20452
AA9346812	Amy	Aguiar	28483 North 5th Street	Boise	ID	83733	Sales Associate	aa9346812@example.com	Y	28189
AA9392691	Alicia	Allison	470 Lakeside Road	East Orange	NJ	07019	Cashier	aa9392691@example.com	Y	16511
AA9441690	Aaron	Andrews	3819 North 23rd Street	Capac	MI	48014	Sales Associate	aa9441690@example.com	Y	20974
AA9570412	Antonio	Arce	826 West Churchill Boulevard	Berkeley	CA	94712	Sales Associate	aa9570412@example.com	Y	27551
AA9588788	Angelica	Aguirre	17802 West 15th Street	Wausau	FL	32463	Sales Associate	aa9588788@example.com	Y	19955
AA9591715	Alfonso	Alger	23309 North 8th Street	Hercules	CA	94547	Sales Associate	aa9591715@example.com	Y	23050
AA9626350	Abraham	Arnett	5282 West Miller Boulevard	Crestone	CO	81131	Sales Associate	aa9626350@example.com	Y	24956
AA9697561	Alice	Ashton	5151 West 21st Street	Sunnyvale	CA	94087	Sales Associate	aa9697561@example.com	Y	19874
AA9782586	Anne	Autry	2646 East Norton Avenue	San Jose	CA	95194	Sales Associate	aa9782586@example.com	Y	20943
AA9880063	Amanda	Alvarado	37 East Cass Road	Grass Valley	OR	97029	Sales Associate	aa9880063@example.com	Y	26985
AA9887423	Anna	Ackerman	23344 East 25th Street	New Auburn	WI	54757	Sales Associate	aa9887423@example.com	Y	21801
AA9961981	Abigail	Alexander	30722 East 10th Street	Winchester	VA	22603	Sales Associate	aa9961981@example.com	Y	23582
AB1012761	Antonio	Baker	1916 North 13th Street	San Jose	CA	95134	Sales Associate	ab1012761@example.com	Y	23956
AB1034618	Amanda	Beaudoin	25367 West 15th Street	La Honda	CA	94020	Sales Associate	ab1034618@example.com	Y	27371
AB1083374	Alice	Brandon	2039 East 16th Street	Enville	TN	38332	Sales Associate	ab1083374@example.com	Y	28254
AB1089891	April	Banuelos	2998 Avalon Street	San Francisco	CA	94138	Cashier	ab1089891@example.com	Y	18805
AB1091422	Adam	Bautista	4936 Lakeview Street	Sacramento	CA	94258	Sales Associate	ab1091422@example.com	Y	23618
AB1145386	Anna	Braden	3122 East 10th Street	Great Falls	MT	59403	Cashier	ab1145386@example.com	Y	17188
AB1158665	Archie	Bowers	1839 West 3rd Street	Sheridan	OR	97378	Sales Associate	ab1158665@example.com	Y	23844
AB1171456	Alan	Boles	1807 West 20th Street	Oakland	CA	94601	Cashier	ab1171456@example.com	Y	18289
AB1175522	Abdul	Brock	327 Watson Road	Tyler	MN	56178	Cashier	ab1175522@example.com	Y	17301
AB1202077	Alvaro	Baughman	8024 North 22nd Street	Hephzibah	GA	30815	Sales Associate	ab1202077@example.com	Y	24985
AB1219116	Antonio	Burden	1935 East 21st Street	Davenport	FL	33896	Sales Associate	ab1219116@example.com	Y	22912
AB1290136	Anita	Braun	399 Fairbanks Road	Staffordsville	VA	24167	Sales Associate	ab1290136@example.com	Y	22061
AB1290792	Abigail	Benz	14434 North 24th Street	American Canyon	CA	94503	Sales Associate	ab1290792@example.com	Y	19842
AB1294729	Adrian	Bowman	33791 North 8th Street	Gold Beach	OR	97444	Sales Associate	ab1294729@example.com	Y	27762
AB1311693	Alice	Barr	1907 West Carr Road	Scotts Valley	CA	95067	Cashier	ab1311693@example.com	Y	20391
AB1318859	Ana	Bobo	4482 North Lafayette Road	Piffard	NY	14533	Sales Associate	ab1318859@example.com	Y	26596
AB1329833	Adam	Burt	1544 East Collins Street	Hayward	CA	94544	Sales Associate	ab1329833@example.com	Y	21699
AB1362907	Alice	Blake	21619 North 23rd Street	Forest	MS	39074	Sales Associate	ab1362907@example.com	Y	17963
AB1370152	Angela	Beebe	4147 Snowden Road	Idaho Falls	ID	83406	Sales Associate	ab1370152@example.com	Y	35745
AB1409643	Albert	Bergman	13108 West 15th Street	Fairfax	CA	94930	Sales Associate	ab1409643@example.com	Y	19859
AB1446383	Ashley	Bowlin	1541 North 1st Street	Dixon	CA	95620	Sales Associate	ab1446383@example.com	Y	24435
AB1490109	Ann	Bond	20851 North 10th Street	San Antonio	TX	78275	Cashier	ab1490109@example.com	Y	21420
AB1492269	Adam	Bulter	399 East Gibson Street	Kissimmee	FL	34741	Cashier	ab1492269@example.com	Y	18783
AB1525604	Abigail	Broom	3544 North 16th Street	Adin	CA	96006	Sales Associate	ab1525604@example.com	Y	27231
AB1548007	Amanda	Bishop	590 North Chelsea Road	Atlanta	GA	30356	Cashier	ab1548007@example.com	Y	20452
AB1561240	Anne	Bigelow	889 Wright Road	Des Moines	IA	50301	Cashier	ab1561240@example.com	Y	17581
AB1569164	Allison	Burden	1744 North Thompson Street	Sacramento	CA	94237	Sales Associate	ab1569164@example.com	Y	23515
AB1571945	Albert	Bush	3590 West 25th Street	Campbellsville	KY	42719	Sales Associate	ab1571945@example.com	Y	22246
AB1578212	Adam	Bean	386 North 6th Street	San Jose	CA	95152	Warehouse Worker	ab1578212@example.com	Y	23920
AB1601966	Adam	Benefield	8277 Baker Highway	San Jose	CA	95112	Merchandiser	ab1601966@example.com	Y	17400
AB1633815	Antoine	Beaulieu	1976 4th Street	Marquette	WI	53947	Cashier	ab1633815@example.com	Y	18178
AB1707460	Alma	Barrett	13884 North 19th Street	Stanford	CA	94305	Cashier	ab1707460@example.com	Y	20225
AB1740837	Alex	Benner	8999 Prospect Lane	Duncans Mills	CA	95430	Sales Associate	ab1740837@example.com	Y	19296
AB1743788	Arlene	Blocker	6666 West 5th Street	Orson	PA	18449	Sales Associate	ab1743788@example.com	Y	22308
AB1748581	Andre	Beverly	144 East Patterson Street	Kansas City	MO	64102	Security Guard	ab1748581@example.com	Y	18203
AB1778480	Arthur	Barbosa	4350 East 21st Street	Standard	CA	95373	Software Engineer	ab1778480@example.com	Y	65058
AB1798141	Aaron	Bledsoe	6652 North 22nd Street	Laurel Bloomery	TN	37680	Sales Associate	ab1798141@example.com	Y	19479
AB1852969	Alan	Belt	1731 North 21st Street	Los Gatos	CA	95033	Sales Associate	ab1852969@example.com	Y	23414
AB1872993	Amy	Bowers	4882 North 3rd Street	Venice	LA	70091	Sales Associate	ab1872993@example.com	Y	27423
AB1892507	Allen	Biggs	4887 North 3rd Street	Ideal	GA	31041	Sales Associate	ab1892507@example.com	Y	24723
AB1936734	Amelia	Bray	910 West Mountain Road	Rushville	MO	64484	Sales Associate	ab1936734@example.com	Y	22538
AB1944913	Alina	Bales	713 West 15th Street	Newman	CA	95360	Sales Associate	ab1944913@example.com	Y	26456
AB1954377	Anne	Boone	1015 North Union Lane	Sacramento	CA	94234	Sales Associate	ab1954377@example.com	Y	25497
AB1975095	Arthur	Burks	1753 West 18th Street	Kent	AL	36045	Sales Associate	ab1975095@example.com	Y	25299
AB1986861	Alan	Brown	15335 East 14th Street	Benicia	CA	94510	Cashier	ab1986861@example.com	Y	21903
AB1998215	Anthony	Bennett	23869 North 15th Street	Green Road	KY	40946	Sales Associate	ab1998215@example.com	Y	23126
AB2033661	Anthony	Bailey	21493 West 4th Street	Graff	MO	65660	Sales Associate	ab2033661@example.com	Y	26648
AB2040682	Arthur	Braddock	2220 West 19th Street	Muskego	WI	53150	Cashier	ab2040682@example.com	Y	18851
AB2101737	Abigail	Breaux	20779 East 24th Street	San Francisco	CA	94119	Sales Associate	ab2101737@example.com	Y	19183
AB2107944	Alice	Bloom	2227 East 18th Street	Fulton	CA	95439	Sales Associate	ab2107944@example.com	Y	27977
AB2109391	Ali	Blackburn	9812 East 12th Street	Oakland	CA	94612	Manager	ab2109391@example.com	Y	73386
AB2120150	Andrea	Brand	8685 East 3rd Street	Las Vegas	NV	89111	Merchandiser	ab2120150@example.com	Y	17468
AB2134417	Angela	Beard	4503 West 19th Street	Sacramento	CA	94263	Cashier	ab2134417@example.com	Y	20280
AB2191200	Ashley	Buckner	653 East 12th Street	Lyle	MN	55953	Sales Associate	ab2191200@example.com	Y	22858
AB2210926	Andrew	Bodine	5081 West Davis Road	Beachwood	OH	44122	Sales Associate	ab2210926@example.com	Y	26815
AB2211690	Amy	Blackburn	7071 Campbell Parkway	Saint Paul	OR	97137	Cashier	ab2211690@example.com	Y	18051
AB2230894	Alvaro	Boone	3398 East 11th Street	Alden	IL	60001	Sales Associate	ab2230894@example.com	Y	19117
AB2253405	Alberta	Bullock	7542 East Holly Road	Dahlonega	GA	30533	Cashier	ab2253405@example.com	Y	20049
AB2264022	Adolfo	Bundy	1886 West Martin Street	Manteca	CA	95337	Sales Associate	ab2264022@example.com	Y	26827
AB2264420	Antoinette	Blevins	11051 4th Street	Zanoni	VA	23191	Sales Associate	ab2264420@example.com	Y	25945
AB2270775	Alan	Brinson	175 East Basin Street	Moss Point	MS	39562	Sales Associate	ab2270775@example.com	Y	25449
AB2276006	Adam	Bennett	322 North Dogwood Road	Wendover	UT	84083	Sales Associate	ab2276006@example.com	Y	22988
AB2298720	Anna	Busch	16692 North 1st Street	Fresno	CA	93650	Sales Associate	ab2298720@example.com	Y	23810
AB2307636	Alton	Bergman	3652 North 19th Street	Stockton	CA	95201	Cashier	ab2307636@example.com	Y	18907
AB2337139	Anton	Buffington	4523 West 10th Street	Sacramento	CA	94205	Sales Associate	ab2337139@example.com	Y	22937
AB2385711	Alan	Burgess	1394 State Road	San Jose	CA	95171	Sales Associate	ab2385711@example.com	Y	25013
AB2419107	Arthur	Bates	338 East Gibson Street	San Francisco	CA	94145	Sales Associate	ab2419107@example.com	Y	24351
AB2450881	Annie	Buchanan	4657 Lewis Boulevard	Argyle	MO	65001	Sales Associate	ab2450881@example.com	Y	22440
AB2502324	Alice	Brake	10191 East 7th Street	Flowood	MS	39232	Sales Associate	ab2502324@example.com	Y	24986
AB2507458	Amy	Bravo	286 Delaney Road	Tyner	KY	40486	Cashier	ab2507458@example.com	Y	20962
AB2513617	Angelica	Bennett	5256 West 16th Street	San Jose	CA	95132	Cashier	ab2513617@example.com	Y	17696
AB2535410	Antonio	Beck	1799 Marks Highway	Clune	PA	15727	Sales Associate	ab2535410@example.com	Y	27284
AB2542187	Abe	Beck	2782 West 20th Street	Antelope	MT	59211	Cashier	ab2542187@example.com	Y	16318
AB2543243	Andrew	Bourgeois	973 Wellington Avenue	Chambers	AZ	86502	Sales Associate	ab2543243@example.com	Y	22353
AB2554304	Armand	Barnes	957 East 22nd Street	Novi	MI	48375	Sales Associate	ab2554304@example.com	Y	25257
AB2655875	Albert	Bear	218 Neely Drive	Mountlake Terrace	WA	98043	Sales Associate	ab2655875@example.com	Y	28202
AB2668897	Adam	Blank	3839 West 25th Street	Milnesville	PA	18239	Sales Associate	ab2668897@example.com	Y	26408
AB2679024	Angela	Baughman	2124 West 21st Street	Shawnee Mission	KS	66209	Sales Associate	ab2679024@example.com	Y	26263
